Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 25,respondent_id,survey_id,cnt
International Chiropractic Pediatric Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12190780542,295082383,3
National Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12190780542,295082383,4
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12190780542,295082383,5
State Licensing Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12190780542,295082383,6
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,2.,12190789156,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,,4.,12190735383,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,,4.,12190735383,295082383,2
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,2.,12190797029,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,2.,12190797029,295082383,2
National Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,,12190848286,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,,12190848286,295082383,2
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,,12190848286,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),N/A,61 - 70 years,Female,White/Caucasian,4.,12190837403,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,,12190911953,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,,12190911953,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12190961836,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12190706248,295082383,1
Foundation for Chiropractic Progress,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12190706248,295082383,2
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12190706248,295082383,3
Foundation for Chiropractic Progress,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,61 - 70 years,Male,White/Caucasian,3.,12190960506,295082383,1
Foundation for Chiropractic Progress,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,71 - 80 years,Male,White/Caucasian,2.,12190922608,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,71 - 80 years,Male,White/Caucasian,2.,12190922608,295082383,2
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12190986565,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Vendor/Business partner,21 - 30 years,61 - 70 years,Female,White/Caucasian,,12191010554,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Solo practitioner,Vendor/Business partner,21 - 30 years,61 - 70 years,Female,White/Caucasian,,12191010554,295082383,2
League of Chiropractic Women (LCW),Solo practitioner,Vendor/Business partner,21 - 30 years,61 - 70 years,Female,White/Caucasian,,12191010554,295082383,3
State Chiropractic Association,Solo practitioner,Vendor/Business partner,21 - 30 years,61 - 70 years,Female,White/Caucasian,,12191010554,295082383,4
Vendor of products or services to the chiropractic profession,Solo practitioner,Vendor/Business partner,21 - 30 years,61 - 70 years,Female,White/Caucasian,,12191010554,295082383,5
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12185962283,295082383,1
American Chiropractic Association (ACA),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191016078,295082383,1
Congress of Chiropractic State Associations (ChiroCongress),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191016078,295082383,2
Forward Thinking Chiropractic Alliance,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191016078,295082383,3
Foundation for Chiropractic Progress,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191016078,295082383,4
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191016078,295082383,5
American Chiropractic Association (ACA),Solo practitioner,Patient,21 - 30 years,51 - 60 years,Male,White/Caucasian,4.,12191051457,295082383,1
Foundation for Chiropractic Progress,Solo practitioner,Patient,21 - 30 years,51 - 60 years,Male,White/Caucasian,4.,12191051457,295082383,2
State Chiropractic Association,Solo practitioner,Patient,21 - 30 years,51 - 60 years,Male,White/Caucasian,4.,12191051457,295082383,3
National Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,Prefer not to answer,4.,12191094246,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,Prefer not to answer,4.,12191094246,295082383,2
State Licensing Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,Prefer not to answer,4.,12191094246,295082383,3
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,3.,12191118170,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,3.,12191118170,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12191143216,295082383,1
One Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,Hispanic/Latino,,12191163286,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,,12191169214,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12191175010,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12191175010,295082383,2
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12191175010,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12191175010,295082383,4
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191173881,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Patient,Over 40 years,61 - 70 years,Male,White/Caucasian,,12191168088,295082383,1
World Federation of Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Female,Hispanic/Latino,,12191167940,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12191196466,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12191196466,295082383,2
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191168756,295082383,1
Forward Thinking Chiropractic Alliance,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191168756,295082383,2
Foundation for Chiropractic Progress,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191168756,295082383,3
State Chiropractic Association,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191168756,295082383,4
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12191183542,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12191183542,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12191165240,295082383,1
Student,Solo practitioner,,11 - 20 years,51 - 60 years,Female,Hispanic/Latino,,12191204008,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12191216649,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12191216649,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12189033945,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,,12191234294,295082383,1
World Federation of Chiropractic,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,,12191234294,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,1. Vitalistic,12191209663,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12191203154,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191209400,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,Multi-Racial,5. Multi-Disciplinary / Integrated,12191221426,295082383,1
Forward Thinking Chiropractic Alliance,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,Multi-Racial,5. Multi-Disciplinary / Integrated,12191221426,295082383,2
Foundation for Chiropractic Progress,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,Multi-Racial,5. Multi-Disciplinary / Integrated,12191221426,295082383,3
State Chiropractic Association,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,Multi-Racial,5. Multi-Disciplinary / Integrated,12191221426,295082383,4
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,2.,12191210357,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12191158442,295082383,1
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,,12191246073,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12191255552,295082383,1
World Federation of Chiropractic,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12191255552,295082383,2
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,,12191255670,295082383,1
American Chiropractic Association (ACA),None of the above,Researcher,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,5. Multi-Disciplinary / Integrated,12191218010,295082383,1
Federation of Chiropractic Licensing Boards,None of the above,Researcher,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,5. Multi-Disciplinary / Integrated,12191218010,295082383,2
National Board,None of the above,Researcher,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,5. Multi-Disciplinary / Integrated,12191218010,295082383,3
State Chiropractic Association,None of the above,Researcher,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,5. Multi-Disciplinary / Integrated,12191218010,295082383,4
State Licensing Board,None of the above,Researcher,31 - 40 years,61 - 70 years,Prefer not to answer,Prefer not to answer,5. Multi-Disciplinary / Integrated,12191218010,295082383,5
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,,12191252393,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,,12191252393,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,,12191264586,295082383,1
State Licensing Board,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191249975,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,4.,12191246716,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,4.,12191246716,295082383,2
American Black Chiropractic Association (ABCA),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,2
Association of Chiropractic Colleges (ACC),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,3
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,4
Clinical Compass (CCGPP),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,5
Congress of Chiropractic State Associations (ChiroCongress),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,6
Council on Chiropractic Education,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,7
Federation of Chiropractic Licensing Boards,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,8
Federation of International Chiropractors du Sport (FICS),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,9
Forward Thinking Chiropractic Alliance,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,10
Foundation for Chiropractic Progress,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,11
International Chiropractic Association (ICA),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,12
International Chiropractic Pediatric Association,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,13
International Federation of Chiropractors and Organizations (IFCO),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,14
League of Chiropractic Women (LCW),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,15
National Board,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,16
One Chiropractic,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,17
State Chiropractic Association,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,18
State Licensing Board,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,19
Student American Chiropractic Association (SACA),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,20
Student International Chiropractors Association (SICA),Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,21
Student,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,22
Vendor of products or services to the chiropractic profession,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,23
World Federation of Chiropractic,Integrated / multidisciplinary facility,,31 - 40 years,31 - 40 years,Female,White/Caucasian,3.,12191238215,295082383,24
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,,12191281415,295082383,1
International Chiropractic Association (ICA),Group member practitioner (single location),,31 - 40 years,51 - 60 years,Female,White/Caucasian,2.,12180686153,295082383,1
International Chiropractic Pediatric Association,Group member practitioner (single location),,31 - 40 years,51 - 60 years,Female,White/Caucasian,2.,12180686153,295082383,2
League of Chiropractic Women (LCW),Group member practitioner (single location),,31 - 40 years,51 - 60 years,Female,White/Caucasian,2.,12180686153,295082383,3
State Chiropractic Association,Group member practitioner (single location),,31 - 40 years,51 - 60 years,Female,White/Caucasian,2.,12180686153,295082383,4
Vendor of products or services to the chiropractic profession,Group member practitioner (single location),,31 - 40 years,51 - 60 years,Female,White/Caucasian,2.,12180686153,295082383,5
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191288593,295082383,1
Council on Chiropractic Education,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191288593,295082383,2
National Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191288593,295082383,3
State Licensing Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191288593,295082383,4
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,4.,12191301254,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,51 - 60 years,Male,White/Caucasian,4.,12191317524,295082383,1
State Chiropractic Association,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,51 - 60 years,Male,White/Caucasian,4.,12191317524,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Female,White/Caucasian,,12191345027,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Female,White/Caucasian,,12191345027,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12191352828,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,Asian/Pacific Islander,,12191365495,295082383,1
Federation of Chiropractic Licensing Boards,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,,12191366187,295082383,1
International Chiropractic Association (ICA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,,12191366187,295082383,2
American Chiropractic Association (ACA),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,3.,12191329722,295082383,1
Foundation for Chiropractic Progress,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,3.,12191329722,295082383,2
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,3.,12191329722,295082383,3
One Chiropractic,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,,White/Caucasian,3.,12191368552,295082383,1
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12191396546,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Researcher,Over 40 years,61 - 70 years,Male,White/Caucasian,,12191385017,295082383,1
State Chiropractic Association,Solo practitioner,Researcher,Over 40 years,61 - 70 years,Male,White/Caucasian,,12191385017,295082383,2
State Licensing Board,Solo practitioner,Researcher,Over 40 years,61 - 70 years,Male,White/Caucasian,,12191385017,295082383,3
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,4.,12191410761,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12191418903,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12191418903,295082383,2
National Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,2.,12191400308,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,2.,12191400308,295082383,2
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,2.,12191400308,295082383,3
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12191463301,295082383,1
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12191463301,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,51 - 60 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12191461763,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,51 - 60 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12191461763,295082383,2
One Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12191498774,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,51 - 60 years,Female,White/Caucasian,1. Vitalistic,12191458580,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,3.,12191480588,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,3.,12191480588,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191533050,295082383,1
Forward Thinking Chiropractic Alliance,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191533050,295082383,2
One Chiropractic,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191533050,295082383,3
State Chiropractic Association,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191533050,295082383,4
International Chiropractic Association (ICA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12191556451,295082383,1
International Chiropractic Pediatric Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12191556451,295082383,2
